Type,Model Year,JD,RA (deg),Obliquity (deg)
WS,-91061,-31537906.446943,268.310288,-23.537078
VE,-91032,-31527586.124343,358.314710,-0.000000
SS,-91032,-31527495.158707,88.314729,23.535615
AE,-91032,-31527406.058812,178.314787,-0.000000
WS,-91032,-31527314.431486,268.314805,-23.535589
VE,-91003,-31516994.104145,358.319215,-0.000000
SS,-91003,-31516903.118879,88.319234,23.534116
AE,-91003,-31516814.023478,178.319292,-0.000000
WS,-91003,-31516722.415986,268.319310,-23.534090
VE,-90974,-31506402.084060,358.323709,-0.000000
SS,-90974,-31506311.079113,88.323727,23.532607
AE,-90974,-31506221.988056,178.323786,-0.000000
WS,-90974,-31506130.400441,268.323803,-23.532581
VE,-90945,-31495810.064088,358.328191,-0.000000
SS,-90945,-31495719.039411,88.328209,23.531089
AE,-90945,-31495629.952546,178.328268,-0.000000
WS,-90945,-31495538.384850,268.328285,-23.531063
VE,-90916,-31485218.044229,358.332662,-0.000000
SS,-90916,-31485126.999773,88.332679,23.529560
AE,-90916,-31485037.916950,178.332738,-0.000000
WS,-90916,-31484946.369214,268.332755,-23.529534
VE,-90887,-31474626.024483,358.337120,-0.000000
SS,-90887,-31474534.960201,88.337138,23.528022
AE,-90887,-31474445.881267,178.337196,-0.000000
WS,-90887,-31474354.353530,268.337213,-23.527995
VE,-90858,-31464034.004851,358.341566,-0.000000
SS,-90858,-31463942.920694,88.341584,23.526473
AE,-90858,-31463853.845498,178.341642,-0.000000
WS,-90858,-31463762.337799,268.341659,-23.526447
VE,-90829,-31453441.985331,358.346001,-0.000000
SS,-90829,-31453350.881255,88.346018,23.524915
AE,-90829,-31453261.809643,178.346076,-0.000000
WS,-90829,-31453170.322020,268.346092,-23.524889
VE,-90800,-31442849.965923,358.350423,-0.000000
SS,-90800,-31442758.841884,88.350439,23.523347
AE,-90800,-31442669.773702,178.350498,-0.000000
WS,-90800,-31442578.306191,268.350514,-23.523320
VE,-90771,-31432257.946628,358.354832,-0.000000
SS,-90771,-31432166.802582,88.354849,23.521769
AE,-90771,-31432077.737677,178.354907,-0.000000
WS,-90771,-31431986.290313,268.354923,-23.521742
VE,-90742,-31421665.927446,358.359229,-0.000000
SS,-90742,-31421574.763349,88.359245,23.520182
AE,-90742,-31421485.701567,178.359304,-0.000000
WS,-90742,-31421394.274385,268.359319,-23.520155
VE,-90713,-31411073.908375,358.363613,-0.000000
SS,-90713,-31410982.724188,88.363630,23.518584
AE,-90713,-31410893.665372,178.363688,-0.000000
WS,-90713,-31410802.258405,268.363703,-23.518557
VE,-90684,-31400481.889417,358.367985,-0.000000
SS,-90684,-31400390.685098,88.368001,23.516977
AE,-90684,-31400301.629094,178.368059,-0.000000
WS,-90684,-31400210.242373,268.368075,-23.516950
VE,-90655,-31389889.870570,358.372344,-0.000000
SS,-90655,-31389798.646080,88.372360,23.515360
AE,-90655,-31389709.592733,178.372418,-0.000000
WS,-90655,-31389618.226289,268.372433,-23.515333
VE,-90626,-31379297.851835,358.376690,-0.000000
SS,-90626,-31379206.607136,88.376705,23.513734
AE,-90626,-31379117.556288,178.376764,-0.000000
WS,-90626,-31379026.210152,268.376778,-23.513706
VE,-90597,-31368705.833211,358.381023,-0.000000
SS,-90597,-31368614.568267,88.381038,23.512098
AE,-90597,-31368525.519761,178.381096,-0.000000
WS,-90597,-31368434.193960,268.381111,-23.512070
VE,-90568,-31358113.814699,358.385342,-0.000000
SS,-90568,-31358022.529472,88.385357,23.510452
AE,-90568,-31357933.483153,178.385416,-0.000000
WS,-90568,-31357842.177713,268.385430,-23.510424
VE,-90539,-31347521.796297,358.389648,-0.000000
SS,-90539,-31347430.490754,88.389663,23.508796
AE,-90539,-31347341.446462,178.389722,-0.000000
WS,-90539,-31347250.161411,268.389736,-23.508768
VE,-90510,-31336929.778006,358.393941,-0.000000
SS,-90510,-31336838.452113,88.393956,23.507131
AE,-90510,-31336749.409690,178.394014,-0.000000
WS,-90510,-31336658.145053,268.394028,-23.507102
VE,-90481,-31326337.759826,358.398221,-0.000000
SS,-90481,-31326246.413550,88.398235,23.505456
AE,-90481,-31326157.372838,178.398294,-0.000000
WS,-90481,-31326066.128638,268.398307,-23.505427
VE,-90452,-31315745.741756,358.402486,-0.000000
SS,-90452,-31315654.375066,88.402500,23.503772
AE,-90452,-31315565.335906,178.402559,-0.000000
WS,-90452,-31315474.112164,268.402572,-23.503743
VE,-90423,-31305153.723796,358.406738,-0.000000
SS,-90423,-31305062.336661,88.406752,23.502078
AE,-90423,-31304973.298894,178.406811,-0.000000
WS,-90423,-31304882.095633,268.406823,-23.502049
VE,-90394,-31294561.705946,358.410976,-0.000000
SS,-90394,-31294470.298338,88.410990,23.500374
AE,-90394,-31294381.261802,178.411049,-0.000000
WS,-90394,-31294290.079042,268.411061,-23.500345
VE,-90365,-31283969.688205,358.415201,-0.000000
SS,-90365,-31283878.260096,88.415214,23.498661
AE,-90365,-31283789.224632,178.415272,-0.000000
WS,-90365,-31283698.062391,268.415285,-23.498632
VE,-90336,-31273377.670574,358.419411,-0.000000
SS,-90336,-31273286.221937,88.419423,23.496938
AE,-90336,-31273197.187384,178.419482,-0.000000
WS,-90336,-31273106.045679,268.419494,-23.496909
VE,-90307,-31262785.653051,358.423606,-0.000000
SS,-90307,-31262694.183862,88.423619,23.495206
AE,-90307,-31262605.150057,178.423678,-0.000000
WS,-90307,-31262514.028906,268.423690,-23.495177
VE,-90278,-31252193.635638,358.427788,-0.000000
SS,-90278,-31252102.145871,88.427800,23.493465
AE,-90278,-31252013.112654,178.427859,-0.000000
WS,-90278,-31251922.012070,268.427871,-23.493435
VE,-90249,-31241601.618332,358.431955,-0.000000
SS,-90249,-31241510.107965,88.431967,23.491714
AE,-90249,-31241421.075174,178.432026,-0.000000
WS,-90249,-31241329.995172,268.432037,-23.491684
VE,-90220,-31231009.601135,358.436107,-0.000000
SS,-90220,-31230918.070146,88.436119,23.489953
AE,-90220,-31230829.037618,178.436178,-0.000000
WS,-90220,-31230737.978210,268.436189,-23.489923
VE,-90191,-31220417.584046,358.440245,-0.000000
SS,-90191,-31220326.032414,88.440257,23.488183
AE,-90191,-31220236.999986,178.440316,-0.000000
WS,-90191,-31220145.961183,268.440326,-23.488153
VE,-90162,-31209825.567064,358.444368,-0.000000
SS,-90162,-31209733.994770,88.444380,23.486404
AE,-90162,-31209644.962279,178.444439,-0.000000
WS,-90162,-31209553.944092,268.444449,-23.486374
VE,-90133,-31199233.550190,358.448477,-0.000000
SS,-90133,-31199141.957216,88.448488,23.484616
AE,-90133,-31199052.924497,178.448547,-0.000000
WS,-90133,-31198961.926934,268.448557,-23.484585
VE,-90104,-31188641.533422,358.452570,-0.000000
SS,-90104,-31188549.919751,88.452581,23.482818
AE,-90104,-31188460.886642,178.452640,-0.000000
WS,-90104,-31188369.909710,268.452649,-23.482787
VE,-90075,-31178049.516760,358.456648,-0.000000
SS,-90075,-31177957.882378,88.456659,23.481010
AE,-90075,-31177868.848713,178.456717,-0.000000
WS,-90075,-31177777.892418,268.456727,-23.480980
VE,-90046,-31167457.500205,358.460711,-0.000000
SS,-90046,-31167365.845096,88.460721,23.479194
AE,-90046,-31167276.810711,178.460780,-0.000000
WS,-90046,-31167185.875058,268.460789,-23.479163
VE,-90017,-31156865.483756,358.464759,-0.000000
SS,-90017,-31156773.807908,88.464769,23.477368
AE,-90017,-31156684.772637,178.464827,-0.000000
WS,-90017,-31156593.857630,268.464837,-23.477337
VE,-89988,-31146273.467412,358.468791,-0.000000
SS,-89988,-31146181.770813,88.468801,23.475533
AE,-89988,-31146092.734491,178.468859,-0.000000
WS,-89988,-31146001.840131,268.468868,-23.475502
VE,-89959,-31135681.451173,358.472807,-0.000000
SS,-89959,-31135589.733813,88.472817,23.473689
AE,-89959,-31135500.696274,178.472876,-0.000000
WS,-89959,-31135409.822563,268.472884,-23.473658
VE,-89930,-31125089.435038,358.476808,-0.000000
SS,-89930,-31124997.696908,88.476818,23.471836
AE,-89930,-31124908.657987,178.476876,-0.000000
WS,-89930,-31124817.804923,268.476885,-23.471804
VE,-89901,-31114497.419008,358.480793,-0.000000
SS,-89901,-31114405.660100,88.480803,23.469973
AE,-89901,-31114316.619630,178.480861,-0.000000
WS,-89901,-31114225.787211,268.480869,-23.469941
VE,-89872,-31103905.403082,358.484763,-0.000000
SS,-89872,-31103813.623390,88.484772,23.468101
AE,-89872,-31103724.581203,178.484830,-0.000000
WS,-89872,-31103633.769427,268.484838,-23.468070
VE,-89843,-31093313.387259,358.488716,-0.000000
SS,-89843,-31093221.586778,88.488725,23.466221
AE,-89843,-31093132.542708,178.488784,-0.000000
WS,-89843,-31093041.751570,268.488791,-23.466189
VE,-89814,-31082721.371538,358.492653,-0.000000
SS,-89814,-31082629.550266,88.492662,23.464331
AE,-89814,-31082540.504144,178.492721,-0.000000
WS,-89814,-31082449.733638,268.492728,-23.464299
VE,-89785,-31072129.355921,358.496574,-0.000000
SS,-89785,-31072037.513854,88.496582,23.462432
AE,-89785,-31071948.465514,178.496641,-0.000000
WS,-89785,-31071857.715632,268.496648,-23.462400
VE,-89756,-31061537.340405,358.500479,-0.000000
SS,-89756,-31061445.477543,88.500487,23.460524
AE,-89756,-31061356.426817,178.500546,-0.000000
WS,-89756,-31061265.697550,268.500552,-23.460491
VE,-89727,-31050945.324992,358.504368,-0.000000
SS,-89727,-31050853.441334,88.504375,23.458607
AE,-89727,-31050764.388053,178.504434,-0.000000
WS,-89727,-31050673.679393,268.504440,-23.458574
VE,-89698,-31040353.309679,358.508239,-0.000000
SS,-89698,-31040261.405229,88.508247,23.456681
AE,-89698,-31040172.349224,178.508305,-0.000000
WS,-89698,-31040081.661158,268.508311,-23.456648
VE,-89669,-31029761.294467,358.512094,-0.000000
SS,-89669,-31029669.369228,88.512101,23.454746
AE,-89669,-31029580.310331,178.512160,-0.000000
WS,-89669,-31029489.642845,268.512166,-23.454713
VE,-89640,-31019169.279355,358.515933,-0.000000
SS,-89640,-31019077.333331,88.515940,23.452802
AE,-89640,-31018988.271373,178.515998,-0.000000
WS,-89640,-31018897.624454,268.516004,-23.452769
VE,-89611,-31008577.264343,358.519754,-0.000000
SS,-89611,-31008485.297541,88.519761,23.450849
AE,-89611,-31008396.232352,178.519820,-0.000000
WS,-89611,-31008305.605984,268.519825,-23.450816
VE,-89582,-30997985.249430,358.523559,-0.000000
SS,-89582,-30997893.261857,88.523565,23.448888
AE,-89582,-30997804.193269,178.523624,-0.000000
WS,-89582,-30997713.587435,268.523629,-23.448854
VE,-89553,-30987393.234615,358.527347,-0.000000
SS,-89553,-30987301.226281,88.527353,23.446917
AE,-89553,-30987212.154123,178.527411,-0.000000
WS,-89553,-30987121.568804,268.527416,-23.446884
VE,-89524,-30976801.219899,358.531117,-0.000000
SS,-89524,-30976709.190814,88.531123,23.444938
AE,-89524,-30976620.114917,178.531181,-0.000000
WS,-89524,-30976529.550093,268.531186,-23.444904
VE,-89495,-30966209.205280,358.534870,-0.000000
SS,-89495,-30966117.155456,88.534875,23.442950
AE,-89495,-30966028.075649,178.534934,-0.000000
WS,-89495,-30965937.531299,268.534938,-23.442916
VE,-89466,-30955617.190758,358.538606,-0.000000
SS,-89466,-30955525.120209,88.538611,23.440953
AE,-89466,-30955436.036322,178.538669,-0.000000
WS,-89466,-30955345.512423,268.538673,-23.440919
VE,-89437,-30945025.176333,358.542324,-0.000000
SS,-89437,-30944933.085074,88.542329,23.438947
AE,-89437,-30944843.996936,178.542387,-0.000000
WS,-89437,-30944753.493463,268.542391,-23.438913
VE,-89408,-30934433.162004,358.546024,-0.000000
SS,-89408,-30934341.050050,88.546029,23.436933
AE,-89408,-30934251.957492,178.546088,-0.000000
WS,-89408,-30934161.474420,268.546091,-23.436898
VE,-89379,-30923841.147770,358.549707,-0.000000
SS,-89379,-30923749.015140,88.549712,23.434910
AE,-89379,-30923659.917990,178.549770,-0.000000
WS,-89379,-30923569.455291,268.549773,-23.434875
VE,-89350,-30913249.133631,358.553372,-0.000000
SS,-89350,-30913156.980345,88.553376,23.432878
AE,-89350,-30913067.878432,178.553435,-0.000000
WS,-89350,-30912977.436077,268.553438,-23.432843
VE,-89321,-30902657.119585,358.557020,-0.000000
SS,-89321,-30902564.945664,88.557023,23.430838
AE,-89321,-30902475.838817,178.557082,-0.000000
WS,-89321,-30902385.416777,268.557084,-23.430803
VE,-89292,-30892065.105634,358.560649,-0.000000
SS,-89292,-30891972.911099,88.560652,23.428789
AE,-89292,-30891883.799147,178.560711,-0.000000
WS,-89292,-30891793.397390,268.560713,-23.428754
VE,-89263,-30881473.091775,358.564260,-0.000000
SS,-89263,-30881380.876651,88.564263,23.426731
AE,-89263,-30881291.759423,178.564321,-0.000000
WS,-89263,-30881201.377916,268.564323,-23.426696
VE,-89234,-30870881.078008,358.567852,-0.000000
SS,-89234,-30870788.842321,88.567855,23.424665
AE,-89234,-30870699.719646,178.567914,-0.000000
WS,-89234,-30870609.358354,268.567915,-23.424630
VE,-89205,-30860289.064333,358.571427,-0.000000
SS,-89205,-30860196.808110,88.571429,23.422590
AE,-89205,-30860107.679815,178.571488,0.000000
WS,-89205,-30860017.338702,268.571489,-23.422555
VE,-89176,-30849697.050749,358.574983,-0.000000
SS,-89176,-30849604.774018,88.574985,23.420507
AE,-89176,-30849515.639933,178.575043,-0.000000
WS,-89176,-30849425.318961,268.575045,-23.420472
VE,-89147,-30839105.037255,358.578520,-0.000000
SS,-89147,-30839012.740047,88.578522,23.418416
AE,-89147,-30838923.599999,178.578581,-0.000000
WS,-89147,-30838833.299130,268.578581,-23.418380
VE,-89118,-30828513.023851,358.582039,-0.000000
SS,-89118,-30828420.706197,88.582041,23.416316
AE,-89118,-30828331.560015,178.582099,-0.000000
WS,-89118,-30828241.279208,268.582100,-23.416280
VE,-89089,-30817921.010536,358.585539,-0.000000
SS,-89089,-30817828.672470,88.585540,23.414207
AE,-89089,-30817739.519982,178.585599,-0.000000
WS,-89089,-30817649.259194,268.585599,-23.414171
VE,-89060,-30807328.997309,358.589020,-0.000000
SS,-89060,-30807236.638866,88.589021,23.412090
AE,-89060,-30807147.479900,178.589079,-0.000000
WS,-89060,-30807057.239088,268.589079,-23.412055
VE,-89031,-30796736.984169,358.592482,-0.000000
SS,-89031,-30796644.605385,88.592483,23.409965
AE,-89031,-30796555.439770,178.592541,-0.000000
WS,-89031,-30796465.218890,268.592541,-23.409929
VE,-89002,-30786144.971117,358.595925,-0.000000
SS,-89002,-30786052.572030,88.595926,23.407832
AE,-89002,-30785963.399594,178.595984,-0.000000
WS,-89002,-30785873.198598,268.595983,-23.407796
VE,-88973,-30775552.958150,358.599349,-0.000000
SS,-88973,-30775460.538800,88.599349,23.405690
AE,-88973,-30775371.359371,178.599408,-0.000000
WS,-88973,-30775281.178211,268.599407,-23.405654
VE,-88944,-30764960.945268,358.602754,-0.000000
SS,-88944,-30764868.505697,88.602754,23.403540
AE,-88944,-30764779.319104,178.602812,-0.000000
WS,-88944,-30764689.157730,268.602811,-23.403504
VE,-88915,-30754368.932471,358.606139,-0.000000
SS,-88915,-30754276.472722,88.606139,23.401382
AE,-88915,-30754187.278792,178.606197,-0.000000
WS,-88915,-30754097.137154,268.606195,-23.401346
VE,-88886,-30743776.919758,358.609505,-0.000000
SS,-88886,-30743684.439874,88.609504,23.399216
AE,-88886,-30743595.238437,178.609562,-0.000000
WS,-88886,-30743505.116482,268.609561,-23.399179
VE,-88857,-30733184.907128,358.612851,-0.000000
SS,-88857,-30733092.407156,88.612850,23.397041
AE,-88857,-30733003.198040,178.612908,-0.000000
WS,-88857,-30732913.095713,268.612906,-23.397004
VE,-88828,-30722592.894580,358.616177,-0.000000
SS,-88828,-30722500.374568,88.616176,23.394859
AE,-88828,-30722411.157601,178.616234,-0.000000
WS,-88828,-30722321.074846,268.616232,-23.394822
VE,-88799,-30712000.882114,358.619484,-0.000000
SS,-88799,-30711908.342111,88.619483,23.392668
AE,-88799,-30711819.117121,178.619540,0.000000
WS,-88799,-30711729.053882,268.619538,-23.392631
VE,-88770,-30701408.869728,358.622771,-0.000000
SS,-88770,-30701316.309786,88.622769,23.390469
AE,-88770,-30701227.076603,178.622827,-0.000000
WS,-88770,-30701137.032820,268.622824,-23.390432
VE,-88741,-30690816.857422,358.626037,-0.000000
SS,-88741,-30690724.277593,88.626036,23.388262
AE,-88741,-30690635.036045,178.626093,-0.000000
WS,-88741,-30690545.011658,268.626090,-23.388225
VE,-88712,-30680224.845195,358.629284,-0.000000
SS,-88712,-30680132.245534,88.629282,23.386047
AE,-88712,-30680042.995450,178.629340,-0.000000
WS,-88712,-30679952.990397,268.629336,-23.386010
VE,-88683,-30669632.833046,358.632511,-0.000000
SS,-88683,-30669540.213609,88.632508,23.383825
AE,-88683,-30669450.954818,178.632566,-0.000000
WS,-88683,-30669360.969036,268.632562,-23.383787
VE,-88654,-30659040.820975,358.635717,-0.000000
SS,-88654,-30658948.181819,88.635714,23.381594
AE,-88654,-30658858.914150,178.635772,-0.000000
WS,-88654,-30658768.947574,268.635768,-23.381556
VE,-88625,-30648448.808980,358.638903,0.000000
SS,-88625,-30648356.150165,88.638900,23.379355
AE,-88625,-30648266.873448,178.638957,-0.000000
WS,-88625,-30648176.926010,268.638953,-23.379317
VE,-88596,-30637856.797060,358.642068,-0.000000
SS,-88596,-30637764.118647,88.642065,23.377109
AE,-88596,-30637674.832712,178.642122,-0.000000
WS,-88596,-30637584.904345,268.642118,-23.377071
VE,-88567,-30627264.785215,358.645213,-0.000000
SS,-88567,-30627172.087267,88.645209,23.374855
AE,-88567,-30627082.791943,178.645267,-0.000000
WS,-88567,-30626992.882577,268.645262,-23.374816
VE,-88538,-30616672.773444,358.648337,-0.000000
SS,-88538,-30616580.056025,88.648333,23.372592
AE,-88538,-30616490.751143,178.648390,0.000000
WS,-88538,-30616400.860707,268.648385,-23.372554
VE,-88509,-30606080.761746,358.651440,-0.000000
SS,-88509,-30605988.024923,88.651436,23.370322
AE,-88509,-30605898.710312,178.651493,0.000000
WS,-88509,-30605808.838732,268.651488,-23.370284
VE,-88480,-30595488.750120,358.654522,-0.000000
SS,-88480,-30595395.993960,88.654518,23.368045
AE,-88480,-30595306.669451,178.654575,0.000000
WS,-88480,-30595216.816654,268.654570,-23.368006
VE,-88451,-30584896.738565,358.657584,-0.000000
SS,-88451,-30584803.963137,88.657579,23.365760
AE,-88451,-30584714.628561,178.657636,-0.000000
WS,-88451,-30584624.794471,268.657631,-23.365721
VE,-88422,-30574304.727080,358.660624,0.000000
SS,-88422,-30574211.932456,88.660619,23.363467
AE,-88422,-30574122.587644,178.660676,-0.000000
WS,-88422,-30574032.772183,268.660670,-23.363428
VE,-88393,-30563712.715664,358.663643,-0.000000
SS,-88393,-30563619.901917,88.663638,23.361166
AE,-88393,-30563530.546700,178.663695,-0.000000
WS,-88393,-30563440.749790,268.663689,-23.361127
VE,-88364,-30553120.704316,358.666641,-0.000000
SS,-88364,-30553027.871521,88.666635,23.358858
AE,-88364,-30552938.505731,178.666693,-0.000000
WS,-88364,-30552848.727290,268.666686,-23.358819
VE,-88335,-30542528.693036,358.669618,-0.000000
SS,-88335,-30542435.841269,88.669611,23.356542
AE,-88335,-30542346.464738,178.669669,0.000000
WS,-88335,-30542256.704684,268.669662,-23.356503
VE,-88306,-30531936.681822,358.672573,-0.000000
SS,-88306,-30531843.811160,88.672566,23.354218
AE,-88306,-30531754.423721,178.672623,0.000000
WS,-88306,-30531664.681971,268.672616,-23.354179
VE,-88277,-30521344.670673,358.675506,-0.000000
SS,-88277,-30521251.781197,88.675499,23.351888
AE,-88277,-30521162.382682,178.675556,-0.000000
WS,-88277,-30521072.659150,268.675549,-23.351848
VE,-88248,-30510752.659588,358.678418,-0.000000
SS,-88248,-30510659.751380,88.678411,23.349549
AE,-88248,-30510570.341622,178.678468,-0.000000
WS,-88248,-30510480.636221,268.678460,-23.349510
VE,-88219,-30500160.648567,358.681308,0.000000
SS,-88219,-30500067.721709,88.681300,23.347204
AE,-88219,-30499978.300541,178.681357,0.000000
WS,-88219,-30499888.613184,268.681349,-23.347164
VE,-88190,-30489568.637608,358.684176,-0.000000
SS,-88190,-30489475.692186,88.684168,23.344850
AE,-88190,-30489386.259442,178.684225,0.000000
